2Years,age,30_59days,DebtRatio,90days,60_89days,MonthlyIncome,Dependents,Debt
No,45,0,2337.0,0,0,6452.263399231191,0,15078939.564003294
No,55,1,0.317707,0,0,4500.0,0,1429.6815000000001
No,59,1,1079.0,1,0,6452.263399231191,0,6961992.207770456
No,56,1,0.25140500000000005,0,0,10500.0,0,2639.7525000000005
No,46,1,1.004054,0,0,4192.0,3,4208.994368
No,72,0,127.0,0,0,6452.263399231191,0,819437.4517023612
No,63,0,0.359646,0,0,9500.0,1,3416.637
No,72,0,0.640496,0,0,4355.0,1,2789.36008
No,66,1,10421.0,0,0,6452.263399231191,0,67239036.88338825
No,61,0,0.317305,0,0,21628.0,2,6862.6725400000005
No,47,0,0.10968900000000001,0,0,10000.0,4,1096.89
No,35,0,0.239378,0,0,7460.0,1,1785.75988
No,41,0,2718.0,0,0,6452.263399231191,2,17537251.919110376
No,49,0,0.36909000000000003,0,0,5667.0,1,2091.63303
No,75,0,0.0,0,0,1700.0,0,0.0
No,65,0,1.729459,0,0,6900.0,1,11933.267100000001
No,30,0,0.358648,0,0,3225.0,0,1156.6398000000002
No,56,0,0.239054,1,0,14000.0,0,3346.756
No,30,0,0.260892,0,0,1950.0,0,508.73940000000005
No,51,0,0.215957,0,0,3333.0,2,719.784681
No,40,0,1456.0,0,0,6452.263399231191,0,9394495.509280615
No,56,0,0.018239,0,0,8333.0,0,151.98558699999998
No,54,0,0.073275,0,0,41500.0,1,3040.9125000000004
No,46,0,4269.0,0,0,6452.263399231191,1,27544712.451317955
No,43,0,0.298624,0,0,3850.0,1,1149.7024
No,83,0,0.011343,0,0,35000.0,0,397.005
No,32,0,466.0,1,0,6452.263399231191,0,3006754.7440417353
No,43,1,0.536179,0,0,9300.0,0,4986.4646999999995
No,37,0,0.23813499999999999,0,0,2380.0,0,566.7613
No,45,0,0.497072,0,0,7000.0,1,3479.504
No,34,0,2342.0,0,0,6452.263399231191,0,15111200.88099945
No,37,0,0.24316,0,0,7821.0,0,1901.75436
No,77,0,0.353329,0,0,5000.0,0,1766.645
No,47,1,0.43276099999999995,0,0,6000.0,3,2596.566
No,45,0,591.0,0,0,6452.263399231191,0,3813287.668945634
No,58,0,0.20332,0,0,15000.0,5,3049.8
No,35,0,0.164925,0,0,2200.0,0,362.835
No,77,0,0.017193,0,0,2500.0,0,42.9825
No,35,1,1653.0,0,0,0.0,0,0.0
No,37,0,9.499999999999999e-05,0,0,10550.0,0,1.0022499999999999
No,56,0,1443.0,0,0,6452.263399231191,1,9310616.08509061
No,49,0,0.068539,0,0,2100.0,0,143.9319
No,45,0,0.142254,0,0,4976.0,3,707.855904
No,69,0,0.0041990000000000005,0,0,5000.0,0,20.995
No,56,0,0.44548699999999997,0,0,6392.0,0,2847.5529039999997
No,41,0,0.07030800000000001,0,0,16000.0,0,1124.928
No,75,0,0.216809,0,0,19417.0,2,4209.780353
No,53,0,0.205058,0,0,8816.0,3,1807.791328
No,54,1,1.216841,0,0,4583.0,0,5576.782303
No,73,2,0.197001,0,1,8801.0,0,1733.805801
No,71,0,776.0,0,0,6452.263399231191,0,5006956.397803404
No,57,0,0.8230430000000001,0,0,8583.0,0,7064.1780690000005
No,61,0,0.437391,0,0,4000.0,1,1749.5639999999999
No,42,0,0.0,0,0,3774.0,0,0.0
No,44,0,0.009192,1,3,4133.0,1,37.990536
No,43,1,0.43218900000000005,0,0,3000.0,0,1296.5670000000002
No,79,0,0.274765,0,0,3300.0,0,906.7244999999999
No,76,0,2662.0,0,0,6452.263399231191,0,17175925.16875343
No,25,0,520.0,0,0,6452.263399231191,0,3355176.9676002194
No,53,0,0.079992,0,0,10600.0,1,847.9151999999999
No,45,0,0.13431099999999999,0,0,6000.0,3,805.8659999999999
No,69,0,0.472807,0,0,6416.0,1,3033.529712
No,49,0,0.46193,0,0,11583.0,2,5350.5351900000005
No,65,0,13.0,0,0,6452.263399231191,0,83879.42419000549
No,76,0,1937.0,0,0,6452.263399231191,0,12498034.204310818
No,27,0,0.05595599999999999,0,0,3466.0,0,193.94349599999998
No,64,2,0.826701,0,0,5100.0,1,4216.1751
No,35,0,0.409472,0,0,21600.0,2,8844.5952
No,86,0,4.0,0,0,6452.263399231191,0,25809.053596924765
No,59,0,0.48255200000000004,0,0,10000.0,0,4825.52
No,45,0,7205.0,0,0,6452.263399231191,0,46488557.79146073
No,48,0,2292.0,0,0,6452.263399231191,0,14788587.711037891
No,40,0,2467.0,0,0,6452.263399231191,0,15917733.80590335
No,61,0,0.06599400000000001,0,0,6833.0,1,450.93700200000006
No,63,0,0.552571,0,0,3499.0,1,1933.4459290000002
No,59,0,0.976374,0,0,2200.0,0,2148.0227999999997
No,66,0,1228.0,0,0,6452.263399231191,0,7923379.454255903
No,30,0,0.0,0,0,3900.0,1,0.0
No,68,0,567.0,0,0,6452.263399231191,0,3658433.3473640853
No,46,1,0.388827,0,0,6300.0,0,2449.6101
No,29,3,0.369202,1,0,3233.0,2,1193.630066
No,36,0,0.1717,0,0,4006.0,0,687.8302
No,62,0,56.0,0,0,6452.263399231191,1,361326.7503569467
No,70,0,1450.0,0,0,6452.263399231191,0,9355781.928885227
No,52,0,0.30782600000000004,0,0,9800.0,1,3016.6948
No,37,0,0.367626,0,0,9000.0,1,3308.634
No,35,0,0.17494500000000002,0,0,3200.0,1,559.8240000000001
No,66,0,8.0,0,0,0.0,0,0.0
No,69,0,0.165534,0,0,2500.0,0,413.835
No,83,0,0.0,0,0,6452.263399231191,0,0.0
No,32,0,0.010397,0,0,3750.0,0,38.98875
No,45,0,1731.0,0,0,6452.263399231191,0,11168867.944069192
No,39,0,0.475537,0,0,7500.0,2,3566.5274999999997
No,26,0,0.6679149999999999,0,0,800.0,0,534.332
No,37,0,0.335278,0,0,8398.0,2,2815.664644
No,32,0,0.298858,0,0,9194.0,1,2747.700452
No,59,0,0.136094,0,0,28200.0,1,3837.8507999999997
No,54,1,0.14657799999999999,2,1,1650.0,0,241.85369999999998
No,43,2,0.59968,0,0,5000.0,0,2998.4
No,27,0,473.0,2,2,6452.263399231191,0,3051920.5878363536
No,55,0,576.0,0,0,6452.263399231191,0,3716503.717957166
No,78,0,0.003435,0,0,2328.0,0,7.9966800000000005
No,73,0,1.102178,0,0,2984.0,0,3288.8991520000004
No,50,0,0.153068,0,0,5833.0,2,892.8456440000001
No,46,0,0.187699,0,0,19200.0,2,3603.8208
No,77,0,0.0,0,0,8974.0,0,0.0
No,87,0,3.0,0,0,6452.263399231191,0,19356.790197693575
No,46,0,0.150642,0,0,6000.0,1,903.852
No,47,1,2085.0,0,0,6452.263399231191,2,13452969.187397033
No,70,0,1179.0,0,0,6452.263399231191,0,7607218.547693575
No,39,0,0.24430700000000002,0,0,5005.0,3,1222.7565350000002
No,45,0,0.226341,0,0,9900.0,0,2240.7759
No,30,0,0.513165,0,0,9000.0,0,4618.485
No,60,0,0.004646,0,0,9040.0,0,41.99984
No,63,0,0.200747,0,0,3745.0,0,751.7975150000001
No,50,0,0.337654,0,0,12420.0,2,4193.66268
No,58,0,0.014126,0,0,5096.0,0,71.986096
No,35,0,0.144285,0,0,3000.0,3,432.855
No,39,0,0.299713,0,0,15000.0,4,4495.695
No,49,0,0.770047,0,0,4900.0,2,3773.2303
No,68,0,0.000566,0,0,7062.0,0,3.997092
No,39,0,0.031999,0,0,25500.0,2,815.9745
No,51,0,0.9452950000000001,0,0,2284.0,1,2159.05378
No,66,0,2098.0,0,0,6452.263399231191,0,13536848.611587038
No,42,0,0.8906290000000001,0,0,4022.0,1,3582.1098380000003
No,63,0,0.8195120000000001,0,0,1024.0,0,839.1802880000001
No,64,0,1756.0,0,0,6452.263399231191,0,11330174.529049972
No,66,0,0.023218,0,0,7924.0,0,183.979432
No,38,0,951.0,0,0,6452.263399231191,0,6136102.492668862
No,77,0,0.41270500000000004,0,0,9885.0,0,4079.5889250000005
No,46,1,0.280493,0,0,12666.0,2,3552.724338
No,72,1,0.269754,0,0,11250.0,0,3034.7325
No,72,0,0.5434220000000001,0,0,5457.0,0,2965.4538540000003
No,40,0,0.16986600000000002,0,0,11667.0,0,1981.8266220000003
No,49,0,0.535392,0,2,4209.0,3,2253.464928
No,53,0,1715.0,0,0,6452.263399231191,0,11065631.729681494
No,46,1,2167.0,0,0,6452.263399231191,2,13982054.786133992
No,43,0,0.34063000000000004,0,0,7400.0,2,2520.6620000000003
No,31,0,0.5556300000000001,0,0,1500.0,0,833.445
No,67,0,0.221252,0,0,5495.0,0,1215.77974
No,36,0,0.22213000000000002,0,0,6000.0,2,1332.7800000000002
No,35,0,2093.0,0,0,6452.263399231191,0,13504587.294590883
No,44,0,0.420704,0,0,1960.0,1,824.57984
No,59,0,0.41487799999999997,0,0,7500.0,0,3111.5849999999996
No,64,1,0.118396,0,0,44308.0,0,5245.889968
No,46,0,0.0,0,0,31460.0,0,0.0
No,28,1,0.21357199999999998,0,0,3300.0,0,704.7876
No,48,0,0.668587,0,0,4685.0,2,3132.3300950000003
No,53,1,0.253222,0,0,14275.0,1,3614.7440500000002
No,47,0,0.231084,0,0,7083.0,0,1636.767972
No,64,0,0.016787,0,0,1250.0,0,20.98375
No,69,0,1800.0,0,0,6452.263399231191,0,11614074.118616145
No,24,1,0.057484,1,0,3600.0,4,206.9424
No,39,0,0.22170900000000002,0,0,5416.0,3,1200.775944
No,33,0,2187.0,0,0,6452.263399231191,0,14111100.054118615
No,56,0,1.736318,0,0,2411.0,1,4186.2626980000005
No,52,0,0.208325,0,0,4900.0,1,1020.7925
No,62,0,0.179748,0,0,16333.0,0,2935.824084
No,35,0,0.225825,0,0,7000.0,1,1580.775
No,36,0,0.4079,0,0,5265.0,0,2147.5935
No,37,0,0.16663,0,0,13784.0,0,2296.82792
No,67,0,1472.0,0,0,6452.263399231191,0,9497731.723668313
No,43,0,0.306987,0,0,4250.0,0,1304.69475
No,49,0,0.016256,0,0,3567.0,1,57.985152
No,37,3,0.476083,0,1,4410.0,0,2099.52603
No,61,0,0.154606,0,0,8000.0,1,1236.848
No,51,0,583.0,0,0,6452.263399231191,0,3761669.5617517843
No,64,0,0.322838,0,0,4509.0,1,1455.6765420000002
No,30,0,0.31292800000000004,0,0,4230.0,0,1323.6854400000002
No,52,0,0.15316300000000002,0,0,900.0,0,137.84670000000003
No,42,1,0.285594,0,0,16666.0,0,4759.709604000001
No,28,0,0.181723,0,0,5700.0,0,1035.8211
No,43,0,0.617378,0,0,7100.0,2,4383.3838
No,41,0,0.12341099999999999,0,0,7000.0,0,863.877
No,40,3,0.248219,0,1,8000.0,0,1985.752
No,57,0,0.253121,0,0,1441.0,0,364.74736099999996
No,66,0,0.010190000000000001,0,0,10500.0,0,106.99500000000002
No,59,0,0.766648,0,0,6967.0,1,5341.236616
No,50,3,0.173209,0,0,5374.0,0,930.825166
No,68,0,2754.0,0,0,6452.263399231191,0,17769533.4014827
No,61,0,0.37406799999999996,0,0,10858.0,1,4061.6303439999997
No,50,0,0.432183,0,0,5300.0,3,2290.5699
No,47,0,0.356664,0,0,9400.0,5,3352.6416
No,49,0,0.352995,0,0,10900.0,2,3847.6455
No,41,0,0.285457,0,0,8333.0,0,2378.713181
No,60,0,1.112478,0,0,3333.0,0,3707.8891740000004
No,51,2,0.249894,0,0,11836.0,2,2957.7453840000003
No,64,0,107.0,0,0,6452.263399231191,0,690392.1837177374
No,29,0,0.21247800000000003,0,0,4583.0,0,973.7866740000002
No,57,0,0.37245100000000003,0,0,23100.0,0,8603.618100000002
No,61,0,0.55543,0,0,11500.0,0,6387.445
No,33,0,0.48813999999999996,0,0,9906.0,2,4835.51484
No,62,0,0.246333,0,0,15543.0,4,3828.753819
No,30,0,0.438327,0,0,3250.0,0,1424.56275
No,60,4,0.662096,0,0,14000.0,2,9269.344000000001
No,59,0,0.488491,0,0,9600.0,2,4689.5136
No,37,0,0.74402,0,0,2800.0,0,2083.256
No,41,0,0.203628,0,0,21666.0,2,4411.804248
No,46,0,0.730224,0,0,4866.0,1,3553.269984
No,57,0,0.34174,0,0,6700.0,1,2289.658
No,48,0,2252.0,0,0,6452.263399231191,0,14530497.175068643
No,83,1,0.662687,0,0,3601.0,1,2386.335887
No,36,1,0.176213,0,0,4800.0,2,845.8224
No,71,0,0.737421,0,1,3000.0,0,2212.263
No,73,0,0.374062,0,0,3330.0,0,1245.62646
No,37,0,0.174228,0,0,30000.0,0,5226.84
No,57,0,0.200183,0,0,15300.0,0,3062.7999
No,53,0,0.30385700000000004,0,0,7700.0,2,2339.6989000000003
No,32,0,0.600097,0,0,4125.0,0,2475.400125
No,71,0,0.08627699999999999,0,0,10500.0,0,905.9084999999999
No,38,0,0.44271099999999997,0,0,5000.0,1,2213.555
No,42,0,0.267498,0,0,7700.0,0,2059.7346000000002
No,43,0,87.0,0,0,6452.263399231191,0,561346.9157331137
No,46,0,1.082349,0,0,5500.0,0,5952.9195
No,43,0,0.14331300000000002,0,0,7200.0,2,1031.8536000000001
No,61,0,0.312114,0,0,14750.0,0,4603.6815
No,50,0,0.302632,0,0,7599.0,1,2299.700568
No,45,0,0.417812,0,0,19783.0,2,8265.574796
No,58,0,0.49429799999999996,0,0,6400.0,4,3163.5071999999996
No,40,0,1.0799729999999998,0,0,3000.0,1,3239.9189999999994
No,85,0,0.004998,0,0,2800.0,1,13.994399999999999
No,34,1,0.26722399999999996,0,0,6458.0,2,1725.7325919999998
No,51,0,0.044685,0,0,8145.0,0,363.95932500000004
No,76,0,0.808135,1,0,8333.0,1,6734.1889550000005
No,59,0,0.400782,0,0,4600.0,0,1843.5972000000002
No,44,0,0.268451,0,0,10500.0,0,2818.7355
No,31,0,0.497032,0,0,3200.0,0,1590.5023999999999
No,67,0,0.5241640000000001,0,0,13283.0,1,6962.470412000001
No,60,0,0.0007059999999999999,0,0,7083.0,0,5.000597999999999
No,93,0,0.006855,0,0,3500.0,0,23.9925
No,39,0,0.035986000000000004,0,0,2500.0,0,89.965
No,90,0,3.0,0,0,6452.263399231191,0,19356.790197693575
No,61,0,1298.0,0,0,6452.263399231191,0,8375037.892202086
No,63,0,5388.0,0,0,6452.263399231191,0,34764795.19505766
No,67,0,0.29222800000000004,0,0,7500.0,0,2191.7100000000005
No,49,1,1226.0,0,0,6452.263399231191,0,7910474.927457441
No,85,0,0.004545,0,0,5500.0,0,24.997500000000002
No,73,0,0.124517,0,0,7500.0,0,933.8775
No,50,0,0.193251,0,0,6400.0,0,1236.8064
No,53,0,0.336375,0,0,2300.0,2,773.6624999999999
No,75,0,0.015106999999999999,0,0,7413.0,0,111.98819099999999
No,74,0,195.0,0,0,6452.263399231191,0,1258191.3628500823
No,50,0,3383.0,0,0,6452.263399231191,0,21828007.07959912
No,76,0,0.008796,0,0,2500.0,0,21.99
No,29,0,0.078584,0,0,5000.0,0,392.92
No,54,0,3.0,0,0,6452.263399231191,0,19356.790197693575
No,25,0,0.26167199999999996,0,0,2655.0,0,694.7391599999999
No,66,0,8489.0,0,0,6452.263399231191,0,54773263.99607358
No,71,0,475.0,0,0,6452.263399231191,0,3064825.1146348156
No,71,1,0.354692,0,0,4166.0,0,1477.646872
No,48,0,1663.0,0,0,0.0,0,0.0
No,59,0,0.182247,0,0,15039.0,2,2740.812633
No,58,0,1876.0,0,0,6452.263399231191,0,12104446.136957714
No,45,0,0.32877399999999996,0,0,20250.0,2,6657.673499999999
No,39,0,0.14645,1,0,7633.0,2,1117.85285
No,72,0,0.247739,0,0,5416.0,0,1341.754424
No,41,4,0.259,0,1,12138.0,2,3143.742
No,22,0,1.0,0,0,6452.263399231191,0,6452.263399231191
No,51,0,7793.0,0,0,6452.263399231191,0,50282488.67020867
No,33,0,0.36343400000000003,0,0,8083.0,1,2937.6370220000003
No,61,0,0.213046,0,0,17000.0,0,3621.782
No,85,0,1.0233139999999998,0,0,1200.0,0,1227.9768
No,41,1,4628.0,0,0,6452.263399231191,0,29861075.011641953
No,73,0,459.0,0,0,6452.263399231191,0,2961588.9002471166
No,32,0,0.680742,0,0,7980.0,0,5432.3211599999995
No,40,0,0.304142,0,0,7387.0,0,2246.696954
No,40,0,2745.0,0,1,6452.263399231191,0,17711463.03088962
No,78,0,55.0,0,0,6452.263399231191,0,354874.48695771553
No,65,0,0.448312,0,0,11462.0,1,5138.552144
No,38,0,0.476225,0,0,4100.0,3,1952.5225
No,42,0,0.045212999999999996,0,0,11500.0,1,519.9495
No,41,0,3343.0,0,0,6452.263399231191,0,21569916.543629874
No,63,0,0.190945,0,0,6404.0,1,1222.81178
No,61,1,0.6316510000000001,0,0,14583.0,1,9211.366533
No,39,0,0.45867700000000006,0,0,6908.0,2,3168.5407160000004
No,38,0,0.368719,0,0,10069.0,2,3712.6316110000002
No,47,0,1207.0,0,0,6452.263399231191,0,7787881.922872048
No,45,0,4345.0,0,0,6452.263399231191,0,28035084.469659526
No,44,0,0.34516399999999997,0,0,4000.0,6,1380.656
No,42,0,0.254338,0,0,12333.0,2,3136.750554
No,64,0,2477.0,0,0,6452.263399231191,0,15982256.439895662
No,57,0,0.246998,0,0,4995.0,1,1233.75501
No,60,0,2366.0,0,0,6452.263399231191,0,15266055.202580998
No,68,0,0.16139900000000001,0,0,13351.0,0,2154.8380490000004
No,27,0,0.25393000000000004,0,1,6170.0,0,1566.7481000000002
No,26,0,0.130484,0,0,2666.0,3,347.870344
No,66,0,0.0014810000000000001,0,0,2700.0,0,3.9987000000000004
No,66,0,8.0,0,0,6452.263399231191,0,51618.10719384953
No,46,0,1197.0,0,0,6452.263399231191,0,7723359.288879736
No,50,0,0.42673500000000003,0,0,3500.0,0,1493.5725000000002
No,40,0,1537.0,0,0,6452.263399231191,0,9917128.844618341
No,51,2,0.184437,0,0,5692.0,3,1049.815404
No,30,0,1.3295290000000002,0,0,1401.0,2,1862.6701290000003
No,35,0,0.371029,0,0,4500.0,0,1669.6305
No,56,0,451.0,0,0,6452.263399231191,0,2909970.793053267
No,44,0,0.26916799999999996,0,0,3703.0,0,996.7291039999999
No,56,1,1547.0,0,0,6452.263399231191,2,9981651.478610653
No,50,0,2433.0,0,0,6452.263399231191,2,15698356.850329489
No,71,0,1387.0,0,0,6452.263399231191,0,8949289.334733663
No,43,0,0.040244999999999996,0,0,8000.0,1,321.96
No,29,0,0.727881,0,0,1344.0,0,978.272064
No,52,0,701.0,0,0,6452.263399231191,0,4523036.642861065
No,71,1,0.097259,0,0,10250.0,0,996.90475
No,56,0,0.10398099999999999,0,0,5500.0,2,571.8955
No,64,2,0.483321,0,0,5395.0,0,2607.516795
No,30,0,0.083518,0,0,2250.0,0,187.91549999999998
No,36,1,0.064527,0,0,2928.0,1,188.935056
No,74,0,0.5190229999999999,0,0,5650.0,2,2932.4799499999995
No,61,0,0.48009700000000005,0,0,8666.0,0,4160.5206020000005
No,37,0,0.323707,0,0,5124.0,3,1658.674668
No,43,0,0.27263699999999996,0,0,6018.0,3,1640.7294659999998
No,48,0,0.23340100000000003,0,0,16310.0,3,3806.7703100000003
No,77,0,0.0,0,0,6452.263399231191,0,0.0
No,58,0,4119.0,0,0,6452.263399231191,0,26576872.941433277
No,70,0,1174.0,0,0,6452.263399231191,0,7574957.230697419
No,63,0,0.44304899999999997,0,0,13133.0,0,5818.562516999999
No,57,1,0.588743,0,0,6608.0,0,3890.413744
No,59,0,0.0,0,0,6452.263399231191,0,0.0
No,50,0,0.366248,0,0,7240.0,2,2651.6355200000003
No,69,0,0.275412,0,0,13339.0,0,3673.720668
No,51,1,1.0091780000000001,0,0,2505.0,2,2527.9908900000005
No,80,0,0.336871,0,0,22800.0,0,7680.658799999999
No,67,0,0.37435,0,0,13083.0,1,4897.621050000001
No,69,0,1872.0,0,0,6452.263399231191,0,12078637.08336079
No,56,0,902.0,0,0,6452.263399231191,0,5819941.586106534
No,44,2,0.251678,0,0,7000.0,1,1761.746
No,49,1,0.49173999999999995,0,0,7566.0,1,3720.5048399999996
No,29,0,0.21095100000000003,0,0,2848.0,0,600.7884480000001
No,43,1,0.388559,0,0,1345.0,0,522.611855
No,47,0,1415.0,0,0,6452.263399231191,0,9129952.709912136
No,68,0,1.389844,0,0,2500.0,1,3474.61
No,84,0,0.291046,0,0,4500.0,0,1309.707
No,61,0,0.26215900000000003,0,0,3741.0,1,980.7368190000001
No,74,1,0.859158,0,0,5246.0,0,4507.142868
No,79,0,31.0,0,0,6452.263399231191,0,200020.16537616693
No,37,0,0.27161199999999996,0,0,8883.0,0,2412.7293959999997
No,56,0,0.211346,0,0,9500.0,4,2007.787
No,54,0,0.512672,0,0,3274.0,0,1678.488128
No,65,0,0.06601900000000001,0,0,9784.0,1,645.9298960000001
No,52,0,0.56626,0,0,2376.0,0,1345.43376
No,40,0,0.20264000000000001,0,0,11892.0,0,2409.7948800000004
No,46,0,0.313103,1,0,4250.0,3,1330.68775
No,30,0,0.034747,0,0,12000.0,0,416.964
No,28,1,0.206554,0,0,7353.0,0,1518.7915619999999
No,60,0,1.0301799999999999,0,0,2219.0,0,2285.96942
No,50,0,0.28420700000000004,0,0,5400.0,0,1534.7178000000001
No,28,0,4.0,0,0,6452.263399231191,0,25809.053596924765
No,46,0,1.329588,0,0,800.0,2,1063.6704
No,71,0,0.21818600000000002,0,0,12800.0,0,2792.7808000000005
No,35,0,0.26476500000000003,0,0,5502.0,0,1456.7370300000002
No,52,0,0.25779,0,0,6000.0,0,1546.74
No,46,0,0.94981,0,0,8666.0,3,8231.053460000001
No,46,0,1462.0,0,0,6452.263399231191,0,9433209.089676002
No,49,0,4898.0,0,0,0.0,0,0.0
No,75,0,392.0,0,0,6452.263399231191,0,2529287.252498627
No,62,0,0.41078000000000003,0,0,5194.0,1,2133.59132
No,68,0,6.0,0,0,6452.263399231191,0,38713.58039538715
No,54,0,0.093601,0,0,7125.0,0,666.9071250000001
No,73,0,0.228503,0,0,7500.0,0,1713.7725
No,60,0,0.804084,0,0,5190.0,3,4173.19596
No,31,0,0.07495800000000001,0,0,1800.0,0,134.92440000000002
No,48,1,0.34576799999999996,0,0,4583.0,4,1584.654744
No,63,0,0.521932,0,0,1800.0,0,939.4775999999999
No,56,0,0.32963400000000004,0,0,10450.0,0,3444.6753000000003
No,40,0,755.0,3,0,6452.263399231191,0,4871458.866419549
No,28,0,0.295137,0,0,1500.0,0,442.7055
No,41,0,1834.0,0,0,6452.263399231191,0,11833451.074190004
No,59,0,0.277702,0,0,5883.0,0,1633.7208660000001
No,59,0,0.065217,0,0,3771.0,0,245.93330699999999
No,40,0,0.30242399999999997,0,0,4000.0,1,1209.696
No,71,0,0.451366,0,0,3001.0,0,1354.549366
No,64,0,2460.0,0,0,6452.263399231191,1,15872567.962108731
No,45,0,0.38671,0,0,6500.0,4,2513.615
No,63,0,45.0,0,0,6452.263399231191,0,290351.8529654036
No,39,0,0.355206,0,0,8000.0,2,2841.648
No,73,0,550.0,0,0,6452.263399231191,0,3548744.869577155
No,58,0,0.17819300000000002,0,0,6694.0,0,1192.8239420000002
No,43,0,0.0019690000000000003,0,0,9650.0,0,19.000850000000003
No,66,0,0.197478,0,0,10228.0,0,2019.8049839999999
No,64,0,0.26976100000000003,0,0,6742.0,0,1818.7286620000002
No,39,0,0.30323,0,0,4860.0,0,1473.6978
No,47,0,0.396773,0,0,7250.0,2,2876.60425
No,37,0,0.645339,0,0,4000.0,3,2581.3559999999998
No,42,0,0.49772799999999995,0,0,3300.0,0,1642.5023999999999
No,55,0,3150.0,0,0,6452.263399231191,3,20324629.707578253
No,45,0,0.545704,0,0,5841.0,2,3187.4570639999997
No,53,0,0.429205,0,0,10141.0,0,4352.567905
No,49,0,0.448388,0,0,7100.0,3,3183.5548
No,71,0,0.711429,0,0,8950.0,1,6367.2895499999995
No,67,0,0.010398000000000001,0,0,5000.0,2,51.99
No,26,0,0.420965,0,0,600.0,0,252.57899999999998
No,58,0,0.029158,0,0,8333.0,0,242.973614
No,49,0,0.0037719999999999997,0,0,7688.0,0,28.999135999999996
No,61,0,0.001999,0,0,2000.0,1,3.9979999999999998
No,51,0,0.22579899999999997,0,0,8666.0,3,1956.7741339999998
No,61,0,0.003,0,0,7000.0,1,21.0
No,72,0,0.015046,0,0,10500.0,0,157.983
No,33,0,0.493835,0,0,3000.0,2,1481.505
No,69,0,0.104468,0,0,7676.0,0,801.896368
No,72,0,0.006797,0,0,2500.0,0,16.9925
No,72,0,4.0,0,0,6452.263399231191,0,25809.053596924765
No,56,0,0.201962,0,0,13249.0,0,2675.794538
No,75,0,35.0,0,0,6452.263399231191,0,225829.2189730917
No,59,0,2041.0,0,0,6452.263399231191,4,13169069.597830862
No,49,0,1.3567,0,0,5477.0,0,7430.6459
No,42,0,0.230729,0,0,5733.0,0,1322.769357
No,40,0,1.0519100000000001,0,0,4083.0,0,4294.948530000001
No,48,0,0.126968,0,0,35000.0,6,4443.88
No,44,1,0.41348199999999996,0,0,10101.0,1,4176.581682
No,85,0,0.020745,0,0,4000.0,0,82.98
No,44,0,0.0,0,0,12900.0,0,0.0
No,28,0,0.021563,0,0,11500.0,0,247.97449999999998
No,50,0,0.35585900000000004,2,0,3950.0,0,1405.6430500000001
No,44,0,0.31301,0,0,1836.0,0,574.68636
No,49,0,0.518592,0,0,6050.0,2,3137.4816000000005
No,76,0,10687.0,0,0,6452.263399231191,0,68955338.94758373
No,45,4,0.681688,1,0,6656.0,3,4537.315328
No,74,0,0.090976,0,0,6781.0,1,616.908256
No,65,0,0.25754099999999996,0,0,4375.0,0,1126.741875
No,70,0,5125.0,0,0,6452.263399231191,0,33067849.921059854
No,61,0,0.298583,0,0,2963.0,0,884.701429
No,87,0,0.007778,0,0,2056.0,0,15.991568000000001
No,61,0,1062.0,0,0,6452.263399231191,0,6852303.729983525
No,25,0,0.0,0,0,820.0,0,0.0
No,61,0,0.149023,0,0,8850.0,0,1318.8535499999998
No,32,0,1.6743310000000002,0,0,4000.0,1,6697.3240000000005
No,35,0,0.5609810000000001,0,0,8600.0,1,4824.436600000001
No,62,0,0.027525,0,0,11189.0,0,307.97722500000003
No,47,0,1.892418,0,0,6580.0,2,12452.11044
No,79,0,0.0,0,0,6452.263399231191,0,0.0
No,62,0,4640.0,0,0,6452.263399231191,0,29938502.172432728
No,35,0,0.0,0,0,5833.0,0,0.0
No,81,0,0.494967,0,0,2880.0,0,1425.50496
No,66,0,0.15831800000000001,0,0,8583.0,0,1358.8433940000002
No,51,0,0.36539299999999997,0,0,6830.0,0,2495.6341899999998
No,29,1,0.096761,0,0,2500.0,0,241.9025
No,76,0,0.010124,0,0,2666.0,0,26.990584
No,73,0,0.135179,0,0,12205.0,0,1649.8596949999999
No,64,0,1830.0,0,0,6452.263399231191,0,11807642.02059308
No,49,0,0.004182,0,0,1912.0,0,7.995984
No,44,0,260.0,0,0,6452.263399231191,0,1677588.4838001097
No,63,0,0.37457399999999996,0,0,6166.0,0,2309.623284
No,69,0,0.181354,0,0,4890.0,0,886.82106
No,60,0,0.344671,0,0,10995.0,1,3789.6576450000002
No,55,0,0.516368,0,1,6200.0,0,3201.4816000000005
No,59,0,2488.0,0,0,6452.263399231191,0,16053231.337287204
No,38,0,0.6845439999999999,0,0,9322.0,1,6381.319167999999
No,52,0,0.222052,1,0,1958.0,0,434.777816
No,67,2,0.9968530000000001,0,0,5083.0,0,5067.003799
No,67,0,0.0,0,0,1890.0,0,0.0
No,37,0,1.405297,0,0,2000.0,1,2810.594
No,52,0,0.5074270000000001,0,0,13666.0,2,6934.497382000001
No,54,0,0.48715299999999995,0,0,3813.0,0,1857.5143889999997
No,39,0,0.108445,0,0,6500.0,1,704.8925
No,43,0,0.36702399999999996,0,0,8666.0,1,3180.6299839999997
No,36,1,0.152551,0,0,1900.0,0,289.8469
No,45,0,0.332829,0,0,10566.0,2,3516.671214
No,40,0,0.461492,0,0,4933.0,2,2276.540036
